sending_facility,sending_facility_oid
ONE COMMUNITY HLTH HR IMAT,1.2.840.114350.1.13.66.2.7.2.696570.68
RRMC Cath Laboratory,1.2.840.114350.1.13.333.2.7.2.696570.10
PROVIDENCE MEDFORD MED CTR CENTRAL POINT XRAY,1.2.840.114350.1.13.297.2.7.2.696570.40
PMG WEST HILLS PRIMARY CARE,1.2.840.114350.1.13.297.2.7.2.696570.4000052
OMW MILWAUKIE HEALING PLACE,1.2.840.114350.1.13.297.2.7.2.696570.405121005
PROVIDENCE SAINT VINCENT HCC DOCTORS CLINIC SALEM,1.2.840.114350.1.13.297.2.7.2.696570.40
PROV EC WALGREENS HILLSBORO,1.2.840.114350.1.13.297.2.7.2.696570.405777
PROVIDENCE MEDFORD MED CTR NUCLEAR MEDICINE,1.2.840.114350.1.13.297.2.7.2.696570.40
St Charles Family Care Prineville,1.2.840.114350.1.13.500.2.7.2.688879.98000
St Charles Family Care Madras,1.2.840.114350.1.13.500.2.7.2.688879.98000
St. Charles Health System,1.2.840.114350.1.13.500.2.7.2.688879.98000
PROVIDENCE MILWAUKIE HOSPITAL SE ONCOLOGY HEMA LAB,1.2.840.114350.1.13.297.2.7.2.696570.40
PMG SPORTS CARE XRAY,1.2.840.114350.1.13.297.2.7.2.696570.40
ASANTE PHYSICIAN PARTNERS TELEMEDICINE,1.2.840.114350.1.13.333.2.7.2.696570.10
PROVIDENCE SAINT VINCENT MED CTR MEDICAL B,1.2.840.114350.1.13.297.2.7.2.696570.40
St Charles Family Care LaPine,1.2.840.114350.1.13.500.2.7.2.688879.98000
PROV HOOD RIVER ENT WHITE SALMON,1.2.840.114350.1.13.297.2.7.2.696570.40
"Zakir Ali, M.D.",2.16.840.1.113883.4.6.1033146980
PROVIDENCE NEWBERG MED CTR PROVIDER PSYCH,1.2.840.114350.1.13.297.2.7.2.696570.40
PMG PSYCH HOSPITALIST WEST,1.2.840.114350.1.13.297.2.7.2.696570.40
St Charles Preoperative Medicine Clinic Lapine,1.2.840.114350.1.13.500.2.7.2.688879.98000
Urology Associates PMC,1.2.840.114350.1.13.297.2.7.2.696570.40
PROVIDENCE PORTLAND MED CTR MOTHER BABY,1.2.840.114350.1.13.297.2.7.2.696570.40
PROVIDENCE MEDFORD MED CTR PROVIDER NICU,1.2.840.114350.1.13.297.2.7.2.696570.40
PMG LLOYD,1.2.840.114350.1.13.297.2.7.2.696570.405780
PMG GRANTS PASS PULMONARY,1.2.840.114350.1.13.297.2.7.2.696570.40
Bend PreOp Holding Dept,1.2.840.114350.1.13.500.2.7.2.688879.98000
PROV HH BENEDICTINE PRIVATE DUTY,1.2.840.114350.1.13.297.2.7.2.696570.40
NW Urological Assoc-Newberg,1.2.840.114350.1.13.297.2.7.2.696570.40
PROVIDENCE MEDICAL GROUP SCHOLLS PEDIATRIC PSYCHOLOGY,1.2.840.114350.1.13.297.2.7.2.696570.40
PMG STEWART MEADOWS PHYSIATRY,1.2.840.114350.1.13.297.2.7.2.696570.40
PMG PSYCH HOSPITALIST EAST,1.2.840.114350.1.13.297.2.7.2.696570.40
Sky Lakes Wound Care Clinic,1.2.840.114350.1.13.333.2.7.2.696570.60
PMG CENTRAL POINT WALK IN CLINIC,1.2.840.114350.1.13.297.2.7.2.696570.40
PROV EC WALGREENS HAPPY VALLEY,1.2.840.114350.1.13.297.2.7.2.696570.405770
La Clinica at Patrick Elementary,1.2.840.114350.1.13.66.2.7.2.696570.30
PROVIDENCE HOOD RIVER MEMORIAL HOSPITAL PROVIDER PEDS,1.2.840.114350.1.13.297.2.7.2.696570.40
Gorge Urology The Dalles,
La Clinica at Sam's Valley Elementary,1.2.840.114350.1.13.66.2.7.2.696570.30
PROVIDENCE CANCER INSTITUTE FRANZ HEMATOLOGY ONCOLOGY CLINIC,1.2.840.114350.1.13.297.2.7.2.696570.40
PROVIDENCE HEART CLINIC EAST TRANSPLANT,1.2.840.114350.1.13.297.2.7.2.696570.40
Birch Grove Primary Care,1.2.840.114350.1.13.66.2.7.2.696570.30
PMG PROGRESS RIDGE PRIMARY CARE,1.2.840.114350.1.13.297.2.7.2.696570.40
PROV EC WALGREENS GLISAN AND 181ST,1.2.840.114350.1.13.297.2.7.2.696570.405775
"ZAKIR ALI, M.D.",2.16.840.1.113883.4.6.1033146980
"ZAKIR ALI, M.D.",2.16.840.1.113883.4.6.1699727750
ATRMC Wound Ostomy Clinic,1.2.840.114350.1.13.333.2.7.2.696570.10
OSV PROVIDENCE BRIDGEPORT HEALTH CENTER,1.2.840.114350.1.13.297.2.7.2.696570.405161004
Valley View Medical Clinic,1.2.840.114350.1.13.297.2.7.2.696570.40
PROVIDENCE UROLOGY CLINIC EAST,1.2.840.114350.1.13.297.2.7.2.696570.40
Reliance TAC,1.2.840.114350.1.13.333.2.7.2.696570.10
RELIANCE,1.2.840.114350.1.13.333.2.7.2.696570.10
Reliance OBGYN,1.2.840.114350.1.13.135.2.7.2.696570.31
Reliance OBGYN,2.16.840.1.113883.3.441.1.50.96
PROV WOMENS CLINIC PROGRESS RIDGE,1.2.840.114350.1.13.297.2.7.2.696570.40
PMG CEDAR MILL,1.2.840.114350.1.13.297.2.7.2.696570.4000080
PROVIDENCE PORTLAND MED CTR MOLECULAR GENOMICS,1.2.840.114350.1.13.297.2.7.2.696570.40
PROVIDENCE HEART CLINIC WEST MCMINNVILLE CV SURGERY,1.2.840.114350.1.13.297.2.7.2.696570.40
ASANTE THREE RIVERS MEDICAL CENTER ODS LAB,1.2.840.114350.1.13.333.2.7.2.696570.10
"ZAKIR ALI, M.D.",2.16.840.1.113883.4.6.1952693616
The Or Cl Gateway ENT,1.2.840.114350.1.13.297.2.7.2.696570.40
PROVIDENCE HEART RHYTHM CLINIC GRESHAM,1.2.840.114350.1.13.297.2.7.2.696570.40
OMW PROVIDENCE MILWAUKIE HOSPITAL ANNEX,1.2.840.114350.1.13.297.2.7.2.696570.405121004
PROV PCI FRANZ GYN ONC,1.2.840.114350.1.13.297.2.7.2.696570.40
Providence Cancer Institute Hematology and Oncology - Clakamas,1.2.840.114350.1.13.297.2.7.2.696570.40
Providence Cancer Institute Hematology and Oncology - Newberg,1.2.840.114350.1.13.297.2.7.2.696570.40
Providence Cancer Institute Infusion - Clackamas,1.2.840.114350.1.13.297.2.7.2.696570.40
PMG PROGRESS RIDGE FAMILY MEDICINE,1.2.840.114350.1.13.297.2.7.2.696570.40
Providence Cancer Institute Palliative Care - Newberg,1.2.840.114350.1.13.297.2.7.2.696570.40
Providence PCI Newberg Hematology and Oncology ,1.2.840.114350.1.13.297.2.7.2.696570.40
Providence PCI Clackamas Hematology and Oncology,1.2.840.114350.1.13.297.2.7.2.696570.40
Providence PCI Newberg Hematology and Oncology,1.2.840.114350.1.13.297.2.7.2.696570.40
Providence PCI Newberg Palliative Care,1.2.840.114350.1.13.297.2.7.2.696570.40
PMG SOUTH PHYSIATRY,1.2.840.114350.1.13.297.2.7.2.696570.403551
DC COCC,1.2.840.114350.1.13.66.2.7.2.696570.14003
PMG PROGRESS RIDGE PSYCHOLOGY,1.2.840.114350.1.13.297.2.7.2.696570.40
PROV WOMENS CLINIC PPMC,1.2.840.114350.1.13.297.2.7.2.696570.405788
PROV PROGRESS RIDGE THERAPY,1.2.840.114350.1.13.297.2.7.2.696570.40
Asante Physician Partners Business Office,1.2.840.114350.1.13.333.2.7.2.696570.10
CJN PROVIDENCE SAINT JOHNS HEALTH CENTER,1.2.840.114350.1.13.297.2.7.2.696570.503161
ASANTE PVDR MA,1.2.840.114350.1.13.333.2.7.2.696570.10
NW Renal Clinic PTRKT,1.2.840.114350.1.13.297.2.7.2.696570.40
White City Medical Clinic,1.2.840.114350.1.13.297.2.7.2.696570.40
SLM Day Surgery Unit,1.2.840.114350.1.13.333.2.7.2.696570.60
PMG CENTRAL PHARMACY,1.2.840.114350.1.13.297.2.7.2.696570.405529
PROVIDENCE NEWBERG MED CTR PROVIDER NEPHROLOGY,1.2.840.114350.1.13.297.2.7.2.696570.40
Northwest Renal Clinic PLAZA,1.2.840.114350.1.13.297.2.7.2.696570.40
Celilo Cancer Center - Massage &amp; Acupuncture,1.2.840.114350.1.13.135.2.7.2.696570.31
Maternity Services at MCMC Hospital,
PROVIDENCE HOOD RIVER MEMORIAL HOSPITAL PROV NEPH,1.2.840.114350.1.13.297.2.7.2.696570.40
PROV MERCANTILE THERAPY,1.2.840.114350.1.13.297.2.7.2.696570.40
PROVIDENCE MEDFORD MED CTR MED ONC,1.2.840.114350.1.13.297.2.7.2.696570.40
CSJ PROVIDENCE ST JOSEPH MEDICAL CENTER,1.2.840.114350.1.13.297.2.7.2.696570.501121
Northwest Renal Clinic West,1.2.840.114350.1.13.297.2.7.2.696570.40
SLM HOME HEALTH,1.2.840.114350.1.13.333.2.7.2.696570.60
Asante Ashland Women's Imaging,1.2.840.114350.1.13.333.2.7.2.688879.20000
St Charles Cancer Center Bend,1.2.840.114350.1.13.500.2.7.2.688879.98000
St Charles Rheumatology East,1.2.840.114350.1.13.500.2.7.2.688879.98000
St Charles Center for Womens Health Redmond,1.2.840.114350.1.13.500.2.7.2.688879.98000
St Charles Cancer Center Redmond,1.2.840.114350.1.13.500.2.7.2.688879.98000
St Charles Pulmonary Clinic Bend,1.2.840.114350.1.13.500.2.7.2.688879.98000
St Charles Surgical Specialists Madras,1.2.840.114350.1.13.500.2.7.2.688879.98000
St Charles Preoperative Medicine Clinic Bend,1.2.840.114350.1.13.500.2.7.2.688879.98000
St Charles Sleep Center Redmond,1.2.840.114350.1.13.500.2.7.2.688879.98000
St Charles Surgical Specialists Prineville,1.2.840.114350.1.13.500.2.7.2.688879.98000
RRMC Cardiovascular Institute Cath Lab,1.2.840.114350.1.13.333.2.7.2.696570.10
St Charles Heart and Lung Specialists Bend,1.2.840.114350.1.13.500.2.7.2.688879.98000
St Charles Surgical Specialists Redmond,1.2.840.114350.1.13.500.2.7.2.688879.98000
St Charles Center for Womens Health Bend,1.2.840.114350.1.13.500.2.7.2.688879.98000
St Charles Sleep Center Bend,1.2.840.114350.1.13.500.2.7.2.688879.98000
St Charles Surgical Specialists Bend,1.2.840.114350.1.13.500.2.7.2.688879.98000
St Charles Center for Womens Health Prineville,1.2.840.114350.1.13.500.2.7.2.688879.98000
St Charles Heart and Lung Specialists LaPine Family,1.2.840.114350.1.13.500.2.7.2.688879.98000
St Charles Preoperative Medicine Clinic Redmond,1.2.840.114350.1.13.500.2.7.2.688879.98000
St Charles Heart and Lung Specialists Sisters,1.2.840.114350.1.13.500.2.7.2.688879.98000
St Charles Anticoagulation Clinic Bend,1.2.840.114350.1.13.500.2.7.2.688879.98000
LCDV WEST MEDFORD,1.2.840.114350.1.13.66.2.7.2.696570.30002
St Charles Anticoagulation Clinic Redmond,1.2.840.114350.1.13.500.2.7.2.688879.98000
PROVIDENCE ASTORIA UROLOGY,1.2.840.114350.1.13.297.2.7.2.696570.40
Asante Walk In Care,1.2.840.114350.1.13.333.2.7.2.696570.10
PROVIDENCE SAINT VINCENT MED CTR CARDIOLOGY B,1.2.840.114350.1.13.297.2.7.2.696570.40
PROVIDENCE HEART RHYTHM CLINIC GATEWAY,1.2.840.114350.1.13.297.2.7.2.696570.40
SLM PHARMACY KF,1.2.840.114350.1.13.333.2.7.2.696570.60
PROVIDENCE HOOD RIVER MEMORIAL HOSPITAL ANTICOAGULATION,1.2.840.114350.1.13.297.2.7.2.696570.0
St Charles Heart and Lung Specialists Prineville,1.2.840.114350.1.13.500.2.7.2.688879.98000
St Charles Heart and Lung Specialists Madras,1.2.840.114350.1.13.500.2.7.2.688879.98000
St Charles Heart and Lung Specialists Burns,1.2.840.114350.1.13.500.2.7.2.688879.98000
St Charles Heart and Lung Specialists John Day,1.2.840.114350.1.13.500.2.7.2.688879.98000
St Charles Heart and Lung Specialists Redmond,1.2.840.114350.1.13.500.2.7.2.688879.98000
MCMC Occupational Health,1.2.840.114350.1.13.135.2.7.2.696570.31
Bend Heart Center Lab Dept,1.2.840.114350.1.13.500.2.7.2.688879.98000
Asthma Allergy Ctr Aloha,1.2.840.114350.1.13.297.2.7.2.696570.40
PROV HEART CLINIC E GRESHAM,1.2.840.114350.1.13.297.2.7.2.696570.405575
EASTGATE PUBLIC HEALTH CENTER,1.2.840.114350.1.13.66.2.7.2.696570.97004
St Charles Preoperative Medicine Clinic Prineville,1.2.840.114350.1.13.500.2.7.2.688879.98000
Provider Gen Med,1.2.840.114350.1.13.333.2.7.2.696570.10
The Or Cl Sandy Blvd Portland,1.2.840.114350.1.13.297.2.7.2.696570.40
Northwest Renal Clinic Tualatin,1.2.840.114350.1.13.297.2.7.2.696570.40
Sky Lakes Urology Clinic,
APP ORTHOPEDIC SERVICES AH,1.2.840.114350.1.13.333.2.7.2.696570.10
Athena Clinics,
OASIS CENTER,1.2.840.114350.1.13.333.2.7.2.696570.25
PROVIDENCE MEDFORD MED CTR PRE OP,1.2.840.114350.1.13.297.2.7.2.696570.40
PROVIDENCE MILWAUKIE HOSPITAL ANESTHESIA,1.2.840.114350.1.13.297.2.7.2.696570.40
PROVIDENCE MEDFORD MED CTR PATHOLOGY,1.2.840.114350.1.13.297.2.7.2.696570.40
OPH PMG GATEWAY BUILDING,1.2.840.114350.1.13.297.2.7.2.696570.405141011
PROVIDENCE SAINT VINCENT MED CTR SURGICAL 8W,1.2.840.114350.1.13.297.2.7.2.696570.40
SLM SOCIAL WORKER,1.2.840.114350.1.13.333.2.7.2.696570.60
PMG SCHOLLS PEDIATRICS,1.2.840.114350.1.13.297.2.7.2.696570.405535
Asante Three Rivers Medial Center Coumadin Clinic,1.2.840.114350.1.13.333.2.7.2.696570.10
RRMC Maternal Child,1.2.840.114350.1.13.333.2.7.2.696570.10
Providence Pediatric Gastroenterology East,1.2.840.114350.1.13.297.2.7.2.696570.40
"MEDFORD RADIOLOGICAL GROUP, PC",1.2.840.114350.1.13.333.2.7.2.696570.24
PROVIDENCE SAINT VINCENT MED CTR PEDIATRICS,1.2.840.114350.1.13.297.2.7.2.696570.40
Children &amp; Adolescents Clinic,1.2.840.114350.1.13.333.2.7.2.696570.1
CC OFM FAMILY MEDICAL GRP NE,1.2.840.114350.1.13.297.2.7.2.696570.7391101
CC OIM INTERNAL MED J SKAVARIL,1.2.840.114350.1.13.297.2.7.2.696570.7291103
Adventist Health Rockwood,1.2.840.114350.1.13.297.2.7.2.696570.40
PROVIDENCE SAINT VINCENT MED CTR TUMOR REGISTRY,1.2.840.114350.1.13.297.2.7.2.696570.40
OSS CANNON BEACH FAM MEDICINE RHC,1.2.840.114350.1.13.297.2.7.2.696570.40
PROVIDENCE SEASIDE HOSPITAL PROVIDER PEDIATRICS,1.2.840.114350.1.13.297.2.7.2.696570.40
PMG EAGLE POINT PEDIATRICS PSYCHOLOGY,1.2.840.114350.1.13.297.2.7.2.696570.40
PMG SOUTH DIABETES EDUCATION LEARNING CENTER,1.2.840.114350.1.13.297.2.7.2.696570.40
PROVIDENCE SAINT VINCENT MED CTR SURGICAL,1.2.840.114350.1.13.297.2.7.2.696570.40
PROVIDENCE SAINT VINCENT MED CTR NEUROSURGERY,1.2.840.114350.1.13.297.2.7.2.696570.40
PROVIDENCE HEART CLINIC WEST MILL PLAIN ECHO,1.2.840.114350.1.13.297.2.7.2.696570.40
PROV GORGE SPINE-SPORTS MED HR,1.2.840.114350.1.13.297.2.7.2.696570.404101016
CREDENA HEALTH PHARMACY SPECIALTY OREGON,1.2.840.114350.1.13.297.2.7.2.696570.40
WhidbeyHealth Medical Center ,28b50eff-c8b6-47bc-9029-8872b893114d
WhidbeyHealth,
WhidbeyHealth Medical Center,2.16.840.1.113883.3.5328.3.1.1
Whidbey General Hospital,2.16.840.1.113883.3.5328.3.1.1
Portland OB GYN Port,1.2.840.114350.1.13.297.2.7.2.696570.40
PMG EAGLE POINT PSYCHOLOGY,1.2.840.114350.1.13.297.2.7.2.696570.40
PROVIDENCE MEDFORD MED CTR PROVIDER ONCOLOGY,1.2.840.114350.1.13.297.2.7.2.696570.40
WhidbeyHealth Clinics,1.1.1.1.10
WhidbeyHealth Clinics ,8bb14f66-80a8-43d5-99c1-7dab2adae36c
OPH PROVIDENCE PORTLAND SE DIAGNOSTIC IMAGING,1.2.840.114350.1.13.297.2.7.2.696570.405141028
WhidbeyHealth Medical Center,
WhidbeyHealth Medical Center,2.16.840.1.113883.3.626
WhidbeyHealth Primary Care Cabot Drive,2.16.840.1.113883.19.1.1000-35453-13788
WhidbeyHealth Primary Care Freeland,2.16.840.1.113883.19.1.1000-35453-13788
WhidbeyHealth Primary Care-Clinton,2.16.840.1.113883.19.1.1000-35453-13788
WhidbeyHealth Women's Care,2.16.840.1.113883.19.1.1000-35453-13788
WhidbeyHealth Primary Care Goldie,2.16.840.1.113883.19.1.1000-35453-13788
WhidbeyHealth Orthopedic Care,2.16.840.1.113883.19.1.1000-35453-13788
WhidbeyHealth Surgical Care,2.16.840.1.113883.19.1.1000-35453-13788
TRMC Radiation Oncology,1.2.840.114350.1.13.333.2.7.2.696570.10
WHIDBEYHEALTH PRIMARY CARE RHC CABOT,2.16.840.1.113883.19.1.1000-35453-13788
WHIDBEYHEALTH PRIMARY CARE CPV RHC WOMEN'S CARE,2.16.840.1.113883.19.1.1000-35453-13788
WhidbeyHealth Women's Care CPV RHC,2.16.840.1.113883.19.1.1000-35453-13788
WhidbeyHealth Primary Care Cabot RHC,2.16.840.1.113883.19.1.1000-35453-13788
WhidbeyHealth Primary Care Freeland RHC,2.16.840.1.113883.19.1.1000-35453-13788
WhidbeyHealth Women's Care OH RHC,2.16.840.1.113883.19.1.1000-35453-13788
WhidbeyHealth Primary Care Coupeville,2.16.840.1.113883.19.1.1000-35453-13788
Whidbey Island Internal Medicine,2.16.840.1.113883.19.1.1000-35453-13788
WhidbeyHealth Medical Center,2.16.840.1.113883.19.1.1000-35453-13788
PROVIDENCE CAMAS THERAPY,1.2.840.114350.1.13.297.2.7.2.696570.40
LINK PMG DOC CLINIC,1.2.840.114350.1.13.333.2.7.2.696570.1
PROVIDENCE SAINT VINCENT MED CTR PROVIDER HOSPITALIST,1.2.840.114350.1.13.297.2.7.2.696570.40
OZ,2.16.840.1.113883.19.1.1000-35453-13788
Island Hospital,
TRMC General Medicine,1.2.840.114350.1.13.333.3.7.2.696570.10
ASANTE PHYSICIAN PARTNERS FAMILY MEDICINE WHITE CITY,1.2.840.114350.1.13.333.3.7.2.696570.10
SLM CARDIOPULMONARY,1.2.840.114350.1.13.333.3.7.2.696570.60
APP Family Medicine 1,1.2.840.114350.1.13.333.3.7.2.696570.10
Initial Department,1.2.840.114350.1.13.333.3.7.2.696570.1
SLM LABORATORY,1.2.840.114350.1.13.333.3.7.2.696570.60
Cascades East Family Medicine Center,1.2.840.114350.1.13.333.3.7.2.696570.60
Asante Walk In Care,1.2.840.114350.1.13.333.3.7.2.696570.10
OASIS CENTER,1.2.840.114350.1.13.333.3.7.2.696570.25
Sky Lakes Primary Care Clinic on Almond,1.2.840.114350.1.13.333.3.7.2.696570.60
East Ptld Ctr Womens Hth,1.2.840.114350.1.13.297.2.7.2.696570.40
RRMC BLACK OAK IMAGING,1.2.840.114350.1.13.333.2.7.2.696570.10
PROVIDENCE MEDICAL GROUP CLACKAMAS INTERNAL MEDICINE,1.2.840.114350.1.13.297.2.7.2.696570.40
PROVIDENCE MEDICAL GROUP CLACKAMAS FAMILY MEDICINE,1.2.840.114350.1.13.297.2.7.2.696570.40
PROVIDENCE MEDICAL GROUP CLACKAMAS,1.2.840.114350.1.13.297.2.7.2.696570.40
LINK PMG CENTRAL PT,1.2.840.114350.1.13.333.2.7.2.696570.1
Results for Providence Health and Services Oregon,1.2.840.114350.1.13.297.2.7.2.696570.40
PMG CLACKAMAS,1.2.840.114350.1.13.297.2.7.2.696570.405513
CREDENA HEALTH PHARMACY SPECIALTY,1.2.840.114350.1.13.297.2.7.2.696570.40
PROVIDENCE PORTLAND MED CTR ACUTE THERAPY OT,1.2.840.114350.1.13.297.2.7.2.696570.40
ONB EXTERNAL IMAGING,1.2.840.114350.1.13.297.2.7.2.696570.40
CREDENA HEALTH PHARMACY PORTLAND MEDICAL CENTER PLAZA,1.2.840.114350.1.13.297.2.7.2.696570.40
CREDENA HEALTH PHARMACY PORTLAND MEDICAL CENTER FRANZ CLINIC,1.2.840.114350.1.13.297.2.7.2.696570.40
WhidbeyHealth,1.2.840.114350.1.13.333.2.7.2.696570.1
,1.2.840.114350.1.13.333.2.7.2.696570.1
EAST PORTLAND PEDIATRIC,1.2.840.114350.1.13.297.2.7.2.696570.40
Asane Physician Partners Urology,1.2.840.114350.1.13.333.2.7.2.696570.10
Hematology Oncology Associates PC,1.2.840.114350.1.13.333.2.7.2.696570.1
CREDENA HEALTH PHARMACY PORTLAND MEDICAL CENTER TANASBOURNE,1.2.840.114350.1.13.297.2.7.2.696570.40
Gastroenterology Consultants,1.2.840.114350.1.13.333.2.7.2.696570.1
,1.2.840.114350.1.13.297.2.7.2.696570.1
RRMC US Imaging,1.2.840.114350.1.13.333.2.7.2.696570.10
PROVIDENCE MILWAUKIE HOSPITAL DIETARY,1.2.840.114350.1.13.297.2.7.2.696570.40
"Kenneth Whittaker, MD",1.2.840.114350.1.13.297.2.7.2.696570.40
Community Practice,1.2.840.114350.1.13.333.2.7.2.696570.1
Lake Oswego Medical Dental,1.2.840.114350.1.13.297.2.7.2.696570.40
PMG Oregon City General Surgery at Sunnyside,1.2.840.114350.1.13.297.2.7.2.696570.40
Providence PCI Clackamas Palliative Care ,1.2.840.114350.1.13.297.2.7.2.696570.40
OSV Employee Health,1.2.840.114350.1.13.297.2.7.2.696570.40
MCMC Hood River Dermatology,1.2.840.114350.1.13.135.2.7.2.696570.31
OHSU RADIOLOGY UHS,1.2.840.114350.1.13.135.2.7.2.696570.20021
PROVIDENCE CANCER INSTITUTE FRANZ NUTRITION CLINIC,1.2.840.114350.1.13.297.2.7.2.696570.40
Triune Integrative Medicine,1.2.840.114350.1.13.297.2.7.2.696570.40
St Charles PEDAL Clinic,1.2.840.114350.1.13.500.2.7.2.688879.98000
PROVIDENCE MEDICAL GROUP CEDAR MILL PSYCHOLOGY,1.2.840.114350.1.13.297.2.7.2.696570.40
St Charles Heart and Lung Specialists Lakeview,1.2.840.114350.1.13.500.2.7.2.688879.98000
Pharmacy at MCMC Hospital,1.2.840.114350.1.13.135.2.7.2.696570.31
MCMC QUEST REF LAB,1.2.840.114350.1.13.135.2.7.2.696570.31
Asante Patient Access,1.2.840.114350.1.13.333.2.7.2.696570.10
Cave Junction Family Medicine,1.2.840.114350.1.13.333.2.7.2.696570.1
WhidbeyHealth,2.16.840.1.113883.19.1.1000-35453-13788
WhidbeyHealth,2.16.840.1.113883.19.1.5131-10726-1251
RRMC Women's Imaging X-Ray,1.2.840.114350.1.13.333.2.7.2.696570.10
GENERIC EXTERNAL DATA DEPARTMENT,1.2.840.114350.1.13.333.2.7.2.696570.1
PROVIDENCE WILLAMETTE FALLS PULMONARY FUNCTION,1.2.840.114350.1.13.297.2.7.2.696570.40
PROVIDENCE HOOD RIVER MEM HOSP TRAVEL MEDICINE,1.2.840.114350.1.13.297.2.7.2.696570.40
Bend Nutrition and Diabetes Dept,1.2.840.114350.1.13.500.2.7.2.688879.98000
Asante Three Rivers Medical Center Infusion Pharmacy,1.2.840.114350.1.13.333.2.7.2.696570.10
LINK PMG MEDFORD FP,1.2.840.114350.1.13.333.2.7.2.696570.1
All,2.16.840.1.113883.19.1.1000-35453-13788
SLM Cascades East Contact Center,1.2.840.114350.1.13.333.2.7.2.696570.60
PMG NEWBERG FAMILY MEDICINE THERAPY,1.2.840.114350.1.13.297.2.7.2.696570.40
PROV NEWBERG THERAPY,1.2.840.114350.1.13.297.2.7.2.696570.4000060
St Charles Center for Womens Health Sisters,1.2.840.114350.1.13.500.2.7.2.688879.98000
PROVIDENCE MILWAUKIE HOSPITAL ADMITTING,1.2.840.114350.1.13.297.2.7.2.696570.40
Deschutes County CDI PH,1.2.840.114350.1.13.66.2.7.2.696570.14
La Clinica Center for Learning and Innovation,1.2.840.114350.1.13.66.2.7.2.696570.30
LPHC Administration Department,1.2.840.114350.1.13.66.2.7.2.696570.71
PMG NEWBERG FAMILY MEDICINE AT MCMINNVILLE,1.2.840.114350.1.13.297.2.7.2.696570.40
RRMC Short Stay Unit,1.2.840.114350.1.13.333.2.7.2.696570.10
"PRAXIS MEDICAL GROUP, P.C.",2.16.840.1.113883.3.140.1.70855.4
PROVIDENCE HOOD RIVER MEMORIAL HOSPITAL NEUROLOGY,1.2.840.114350.1.13.297.2.7.2.696570.40
SLM UR/Case Management Dept,1.2.840.114350.1.13.333.2.7.2.696570.60
PROV SEASIDE ANTICOAGULATION CLINIC,1.2.840.114350.1.13.297.2.7.2.696570.1
PROV PERIPERATIVE CARE CLINIC,1.2.840.114350.1.13.297.2.7.2.696570.40
LINK PMG EAGLE POINT,1.2.840.114350.1.13.333.2.7.2.696570.1
LINK PMG PHOENIX FP,1.2.840.114350.1.13.333.2.7.2.696570.1
All,2.16.840.1.113883.19.1.5131-10726-1251
RRMC Main Operating Room,1.2.840.114350.1.13.333.2.7.2.696570.10
CC OOB OCEAN BEACH OCEAN PARK CLINIC,1.2.840.114350.1.13.297.2.7.2.696570.7381104
OSV EAST PAVILION PSC LAB,1.2.840.114350.1.13.297.2.7.2.696570.40
Asante Provider Hospitalist,1.2.840.114350.1.13.333.2.7.2.696570.10
Providence NICU NNP PPMC,1.2.840.114350.1.13.297.2.7.2.696570.40
PROVIDENCE HEART CLINIC AT TOC GATEWAY ECHO,1.2.840.114350.1.13.297.2.7.2.696570.40
PROVIDENCE SAINT VINCENT MED CTR ED PSYCHIATRY,1.2.840.114350.1.13.297.2.7.2.696570.40
DO NOT USE - JV PMI PORTLAND MEDICAL IMAGING LLC,1.2.840.114350.1.13.297.2.7.2.696570.901100
RRMC Fluoro Imaging,1.2.840.114350.1.13.333.2.7.2.696570.10
PROVIDENCE PORTLAND MED CTR INTRA OP,1.2.840.114350.1.13.297.2.7.2.696570.40
PMG NEWBERG PLASTIC SURGERY AT BRIDGEPORT,1.2.840.114350.1.13.297.2.7.2.696570.40
PMI ADVANCED MEDICAL CARE SANTA CLARITA,1.2.840.114350.1.13.297.2.7.2.696570.501503
NorthWest Family Practice,2.16.840.1.113883.3.441.1.50.98030
PMG STEWART MEADOWS ANTICOAGULATION CLINIC,1.2.840.114350.1.13.297.2.7.2.696570.40
PMG MILL PLAIN ANTICOAGULATION,1.2.840.114350.1.13.297.2.7.2.696570.40
Lung Clinic-Center for Sleep Medicine,1.2.840.114350.1.13.333.2.7.2.696570.1
DO NOT USE - PROV NEUROLOGICAL SPECIALTIES PSV MJP,1.2.840.114350.1.13.297.2.7.2.696570.405712
LINK PMG GEN SURG,1.2.840.114350.1.13.333.2.7.2.696570.1
PMG ASHLAND ANTICOAGULATION CLINIC,1.2.840.114350.1.13.297.2.7.2.696570.40
PROV HEART CLINIC EAST WILL FALLS,1.2.840.114350.1.13.297.2.7.2.696570.405646
TRMC MED SURG OVERFLOW,1.2.840.114350.1.13.333.2.7.2.696570.10
PROVIDENCE PORTLAND MED CTR SPIRITUAL CARE,1.2.840.114350.1.13.297.2.7.2.696570.40
PMG CENTRAL POINT ANTICOAGULATION CLINIC,1.2.840.114350.1.13.297.2.7.2.696570.40
LINK EDWARD HELMAN,1.2.840.114350.1.13.333.2.7.2.696570.1
St Charles Pulmonary Clinic Redmond,1.2.840.114350.1.13.500.2.7.2.688879.98000
La Clinica Del Valle,1.2.840.114350.1.13.333.2.7.2.696570.1
PMG EAGLE POINT ANTICOAGULATION CLINIC,1.2.840.114350.1.13.297.2.7.2.696570.40
